,index,VariableName,VarLabel,Notes,Code,Value
297,2508,hunbnkr9v4,"Why unbanked: Personal identification, credit, or former bank account problems",Excludes households with missing information on specified reason for not having a bank account.,1.0,Yes
298,2509,hunbnkr9v4,"Why unbanked: Personal identification, credit, or former bank account problems",Excludes households with missing information on specified reason for not having a bank account.,2.0,No
299,2510,hunbnkr9v4,"Why unbanked: Personal identification, credit, or former bank account problems",Unbanked households,-1.0,NIU
300,2511,hunbnkr10v4,Why unbanked: Other reason,Excludes households with missing information on specified reason for not having a bank account.,1.0,Yes
301,2512,hunbnkr10v4,Why unbanked: Other reason,Excludes households with missing information on specified reason for not having a bank account.,2.0,No
302,2513,hunbnkr10v4,Why unbanked: Other reason,Unbanked households,-1.0,NIU
303,2514,hunbnkrnonev4,Why unbanked: Did not select a reason,Excludes households with missing information on reasons for not having a bank account.,1.0,Yes
304,2515,hunbnkrnonev4,Why unbanked: Did not select a reason,Excludes households with missing information on reasons for not having a bank account.,2.0,No
305,2516,hunbnkrnonev4,Why unbanked: Did not select a reason,Unbanked households,-1.0,NIU
306,2517,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,1.0,Bank hours are inconvenient
307,2518,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,2.0,Bank locations are inconvenient
308,2519,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,3.0,Bank account fees are too high
309,2520,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,4.0,Bank account fees are too unpredictable
310,2521,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,5.0,Banks do not offer needed products and services
311,2522,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,6.0,Do not trust banks
312,2523,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,7.0,Do not have enough money to meet minimum balance requirements
313,2524,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,8.0,Avoiding a bank gives more privacy
314,2525,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,9.0,"Personal identification, credit, or former bank account problems"
315,2526,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,10.0,Other reason
316,2527,hunbnkrmv4,Main reason unbanked,Excludes households with missing information on main reason for not having a bank account.,98.0,Did not select a reason
317,2528,hunbnkrmv4,Main reason unbanked,Unbanked households,-1.0,NIU
318,2529,hppwhere1v2,"Prepaid card, where from: Employer to pay salary or wages",,1.0,Yes
319,2530,hppwhere1v2,"Prepaid card, where from: Employer to pay salary or wages",,2.0,No
320,2531,hppwhere1v2,"Prepaid card, where from: Employer to pay salary or wages",Households that used prepaid cards in past 12 months,-1.0,NIU
321,2532,hppwhere2v2,"Prepaid card, where from: Government agency",,1.0,Yes
322,2533,hppwhere2v2,"Prepaid card, where from: Government agency",,2.0,No
323,2534,hppwhere2v2,"Prepaid card, where from: Government agency",Households that used prepaid cards in past 12 months,-1.0,NIU
324,2535,hppwhere3v2,"Prepaid card, where from: Place or website that is not a bank",,1.0,Yes
325,2536,hppwhere3v2,"Prepaid card, where from: Place or website that is not a bank",,2.0,No
326,2537,hppwhere3v2,"Prepaid card, where from: Place or website that is not a bank",Households that used prepaid cards in past 12 months,-1.0,NIU
327,2538,hppwhere4v2,"Prepaid card, where from: Bank branch or bank website",,1.0,Yes
328,2539,hppwhere4v2,"Prepaid card, where from: Bank branch or bank website",,2.0,No
329,2540,hppwhere4v2,"Prepaid card, where from: Bank branch or bank website",Households that used prepaid cards in past 12 months,-1.0,NIU
330,2541,hppbankstill,Still use prepaid card from bank branch or bank website,,1.0,Yes
331,2542,hppbankstill,Still use prepaid card from bank branch or bank website,,2.0,No
332,2543,hppbankstill,Still use prepaid card from bank branch or bank website,Households that used prepaid cards from bank branch or bank website in past 12 months,-1.0,NIU
333,2544,hbnkaccm1v2,Bank account access: Bank teller,,1.0,Yes
334,2545,hbnkaccm1v2,Bank account access: Bank teller,,2.0,No
335,2546,hbnkaccm1v2,Bank account access: Bank teller,Banked households that accessed account in past 12 months,-1.0,NIU
336,2547,hbnkaccm2v2,Bank account access: ATM/Kiosk,,1.0,Yes
337,2548,hbnkaccm2v2,Bank account access: ATM/Kiosk,,2.0,No
338,2549,hbnkaccm2v2,Bank account access: ATM/Kiosk,Banked households that accessed account in past 12 months,-1.0,NIU
339,2550,hbnkaccm3v2,Bank account access: Telephone banking,,1.0,Yes
340,2551,hbnkaccm3v2,Bank account access: Telephone banking,,2.0,No
341,2552,hbnkaccm3v2,Bank account access: Telephone banking,Banked households that accessed account in past 12 months,-1.0,NIU
342,2553,hbnkaccm4v2,Bank account access: Online banking,,1.0,Yes
343,2554,hbnkaccm4v2,Bank account access: Online banking,,2.0,No
344,2555,hbnkaccm4v2,Bank account access: Online banking,Banked households that accessed account in past 12 months,-1.0,NIU
345,2556,hbnkaccm5v2,Bank account access: Mobile banking,,1.0,Yes
346,2557,hbnkaccm5v2,Bank account access: Mobile banking,,2.0,No
347,2558,hbnkaccm5v2,Bank account access: Mobile banking,Banked households that accessed account in past 12 months,-1.0,NIU
348,2559,hbnkaccm6v2,Bank account access: Other,,1.0,Yes
349,2560,hbnkaccm6v2,Bank account access: Other,,2.0,No
350,2561,hbnkaccm6v2,Bank account access: Other,Banked households that accessed account in past 12 months,-1.0,NIU
351,2562,hbnkaccm7v2,Bank account access: Did not access in past 12 months,,1.0,Yes
352,2563,hbnkaccm7v2,Bank account access: Did not access in past 12 months,,2.0,No
353,2564,hbnkaccm7v2,Bank account access: Did not access in past 12 months,Banked households,-1.0,NIU
354,2565,hbnkaccmnbrv2,Number of banking access methods,,0.0,Did not access account in past 12 months
355,2566,hbnkaccmnbrv2,Number of banking access methods,,1.0,1 method
356,2567,hbnkaccmnbrv2,Number of banking access methods,,2.0,2 or more methods
357,2568,hbnkaccmnbrv2,Number of banking access methods,Banked households,-1.0,NIU
358,2569,hnumbmths_cv2,Number of banking access methods (continuous),,,
359,2570,hbranchstatv2,Use of bank teller and other methods,,1.0,Bank teller only
360,2571,hbranchstatv2,Use of bank teller and other methods,,2.0,Bank teller and other methods used
361,2572,hbranchstatv2,Use of bank teller and other methods,,3.0,No bank teller but other methods used
362,2573,hbranchstatv2,Use of bank teller and other methods,Banked households that accessed account in past 12 months,-1.0,NIU
363,2574,huse12p2p,Used nonbank person-to-person or peer-to-peer (P2P) payment service in past 12 months,,1.0,Yes
364,2575,huse12p2p,Used nonbank person-to-person or peer-to-peer (P2P) payment service in past 12 months,,2.0,No
365,2576,huse12bp,Used nonbank bill payment service in past 12 months,,1.0,Yes
366,2577,huse12bp,Used nonbank bill payment service in past 12 months,,2.0,No
367,2578,hfreqmo,Frequency of nonbank money order use in past 12 months,,1.0,Often
368,2579,hfreqmo,Frequency of nonbank money order use in past 12 months,,2.0,Sometimes
369,2580,hfreqmo,Frequency of nonbank money order use in past 12 months,,3.0,Rarely
370,2581,hfreqmo,Frequency of nonbank money order use in past 12 months,,4.0,Did not use
371,2582,hfreqcc,Frequency of nonbank check cashing use in past 12 months,,1.0,Often
372,2583,hfreqcc,Frequency of nonbank check cashing use in past 12 months,,2.0,Sometimes
373,2584,hfreqcc,Frequency of nonbank check cashing use in past 12 months,,3.0,Rarely
374,2585,hfreqcc,Frequency of nonbank check cashing use in past 12 months,,4.0,Did not use
375,2586,hfreqrm,Frequency of nonbank remittance use in past 12 months,,1.0,Often
376,2587,hfreqrm,Frequency of nonbank remittance use in past 12 months,,2.0,Sometimes
377,2588,hfreqrm,Frequency of nonbank remittance use in past 12 months,,3.0,Rarely
378,2589,hfreqrm,Frequency of nonbank remittance use in past 12 months,,4.0,Did not use
379,2590,hfreqbp,Frequency of nonbank bill payment service use in past 12 months,,1.0,Often
380,2591,hfreqbp,Frequency of nonbank bill payment service use in past 12 months,,2.0,Sometimes
381,2592,hfreqbp,Frequency of nonbank bill payment service use in past 12 months,,3.0,Rarely
382,2593,hfreqbp,Frequency of nonbank bill payment service use in past 12 months,,4.0,Did not use
383,2594,huse12nbtrans,"Used nonbank check cashing, money order, remittance, bill payment service, or person-to-person or peer-to-peer (P2P) payment service in past 12 months",,1.0,Yes
384,2595,huse12nbtrans,"Used nonbank check cashing, money order, remittance, bill payment service, or person-to-person or peer-to-peer (P2P) payment service in past 12 months",,2.0,No
385,2596,huse12moccbp,"Used nonbank check cashing, money order, or bill payment service in past 12 months",,1.0,Yes
386,2597,huse12moccbp,"Used nonbank check cashing, money order, or bill payment service in past 12 months",,2.0,No
387,2598,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,1.0,Used money orders often to pay bills
388,2599,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,2.0,Used money orders sometimes to pay bills
389,2600,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,3.0,Used money orders often but not to pay bills
390,2601,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,4.0,Used money orders sometimes but not to pay bills
391,2602,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,5.0,Used money orders rarely (bill payment use unknown)
392,2603,hfreqmobill,Use of nonbank money orders to pay bills in past 12 months,,6.0,Did not use money orders
393,2604,hbnksatisbnk,Banked households: Satisfaction with primary bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very satisfied
394,2605,hbnksatisbnk,Banked households: Satisfaction with primary bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Somewhat satisfied
395,2606,hbnksatisbnk,Banked households: Satisfaction with primary bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",3.0,Not very satisfied
396,2607,hbnksatisbnk,Banked households: Satisfaction with primary bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",4.0,Not satisfied at all
397,2608,hbnksatisbnk,Banked households: Satisfaction with primary bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
398,2609,hbnksatisbnk,Banked households: Satisfaction with primary bank,Banked households,-1.0,NIU
399,2610,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very satisfied
400,2611,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Somewhat satisfied
401,2612,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",3.0,Not very satisfied
402,2613,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",4.0,Not satisfied at all
403,2614,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
404,2615,hbnksatisunbnk,Unbanked households: Satisfaction with most recent bank,Unbanked households that had previously been banked,-1.0,NIU
405,2616,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very clearly
406,2617,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Somewhat clearly
407,2618,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",3.0,Not very clearly
408,2619,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",4.0,Not clearly at all
409,2620,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
410,2621,hbnkfeebnk,Banked households: Clarity of own bank communication about account fees,Banked households,-1.0,NIU
411,2622,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very clearly
412,2623,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Somewhat clearly
413,2624,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",3.0,Not very clearly
414,2625,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",4.0,Not clearly at all
415,2626,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
416,2627,hbnkfeeunbnk,Unbanked households: Clarity of bank communications about account fees,Unbanked households,-1.0,NIU
417,2628,hbnksatisbnkv2,Banked households: Satisfaction with primary bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very or somewhat satisfied
418,2629,hbnksatisbnkv2,Banked households: Satisfaction with primary bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Not very satisfied or not satisfied at all
419,2630,hbnksatisbnkv2,Banked households: Satisfaction with primary bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
420,2631,hbnksatisbnkv2,Banked households: Satisfaction with primary bank (less detail),Banked households,-1.0,NIU
421,2632,hbnksatisunbnkv2,Unbanked households: Satisfaction with most recent bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very or somewhat satisfied
422,2633,hbnksatisunbnkv2,Unbanked households: Satisfaction with most recent bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Not very satisfied or not satisfied at all
423,2634,hbnksatisunbnkv2,Unbanked households: Satisfaction with most recent bank (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
424,2635,hbnksatisunbnkv2,Unbanked households: Satisfaction with most recent bank (less detail),Unbanked households that had previously been banked,-1.0,NIU
425,2636,hbnkfeebnkv2,Banked households: Clarity of own bank communication about account fees (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very or somewhat clearly
426,2637,hbnkfeebnkv2,Banked households: Clarity of own bank communication about account fees (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Not very clearly or not clearly at all
427,2638,hbnkfeebnkv2,Banked households: Clarity of own bank communication about account fees (less detail),"Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
428,2639,hbnkfeebnkv2,Banked households: Clarity of own bank communication about account fees (less detail),Banked households,-1.0,NIU
429,2640,hbnkfeeunbnkv2,Unbanked households: Clarity of bank communications about account fees (less detail),"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",1.0,Very or somewhat clearly
430,2641,hbnkfeeunbnkv2,Unbanked households: Clarity of bank communications about account fees (less detail),"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",2.0,Not very clearly or not clearly at all
431,2642,hbnkfeeunbnkv2,Unbanked households: Clarity of bank communications about account fees (less detail),"Excludes households with missing information on how clearly they thought banks, in general, communicate account fees. Unknown: Do not know was not one of the four administered response options. Some households did not choose one of the four administered response options and instead volunteered, do not know.",98.0,Unknown: Do not know
432,2643,hbnkfeeunbnkv2,Unbanked households: Clarity of bank communications about account fees (less detail),Unbanked households,-1.0,NIU
433,433,gestfips,State,,,
434,434,msa13,MSA,,,
435,435,msa5yr13,MSA 5yr,,,
